epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,460.538,0.4492,1.27411,0.82256,0.98867,0.54601,0.7705,0.73852,0.45809,8.49986,0.85304,6.94e-05,6.94e-05,6.94e-05
190,462.882,0.42057,1.16926,0.81025,0.98576,0.54601,0.7705,0.73496,0.44903,8.43536,0.85426,6.445e-05,6.445e-05,6.445e-05
191,465.214,0.39478,1.14001,0.79676,0.98387,0.54601,0.7705,0.7373,0.44046,8.40623,0.84929,5.95e-05,5.95e-05,5.95e-05
192,467.584,0.43044,1.15266,0.80913,0.98387,0.54601,0.7705,0.75178,0.43112,8.3984,0.84803,5.455e-05,5.455e-05,5.455e-05
193,469.878,0.40276,1.12638,0.79955,0.98387,0.54601,0.7705,0.75878,0.42849,8.42439,0.84689,4.96e-05,4.96e-05,4.96e-05
194,472.177,0.40278,1.15021,0.8076,0.98387,0.54601,0.7705,0.7577,0.42711,8.4138,0.84546,4.465e-05,4.465e-05,4.465e-05
195,474.465,0.40933,1.164,0.80904,0.98387,0.54601,0.7705,0.75097,0.42942,8.39991,0.84458,3.97e-05,3.97e-05,3.97e-05
196,476.762,0.42395,1.20366,0.80439,0.98387,0.54601,0.7705,0.7542,0.42958,8.44689,0.84543,3.475e-05,3.475e-05,3.475e-05
197,479.106,0.40078,1.14181,0.80563,0.98387,0.54601,0.7705,0.76012,0.4247,8.4641,0.84442,2.98e-05,2.98e-05,2.98e-05
198,481.391,0.38409,1.14889,0.80267,0.98387,0.54601,0.7705,0.76511,0.42294,8.39683,0.84128,2.485e-05,2.485e-05,2.485e-05
199,483.799,0.39431,1.15104,0.80503,0.98387,0.54601,0.7705,0.76269,0.42272,8.41864,0.84185,1.99e-05,1.99e-05,1.99e-05
200,486.248,0.43533,1.19126,0.83036,0.98387,0.54601,0.7705,0.75352,0.42805,8.3581,0.84263,1.495e-05,1.495e-05,1.495e-05
